Approved symbol,UniProt ID(supplied by UniProt),NCBI Gene ID(supplied by NCBI)
ASB14,A6NK59,142686
ZNF98,A6NK75,148198
RASSF10,A6NK89,644943
SLC22A20P,A6NK97,440044
PCNX2,A6NKB5,80003
FAM90A7,A6NKC0,441317
SH2D7,A6NKC9,646892
TSPY2,A6NKD2,64591
CCDC85C,A6NKD9,317762
SAC3D1,A6NKF1,29901
ARID3C,A6NKF2,138715
TMEM88B,A6NKF7,643965
RTL1,A6NKG5,388015
RPL37AP8,A6NKH3,644338
OR5H1,A6NKK0,26341
TMEM200C,A6NKL6,645369
PCP4L1,A6NKN8,654790
SDR42E2,A6NKP2,100288072
CGB1,A6NKQ9,114335
RGPD3,A6NKT7,653489
SPDYE3,A6NKU9,441272
SHISAL2B,A6NKW6,100132916
FAM223B,A6NKX1,286967
SLC22A31,A6NKX4,146429
FAM74A7,A6NL05,100996582
OR6C75,A6NL08,390323
OR5B21,A6NL26,219968
FAM183A,A6NL82,440585
SHISA7,A6NL88,729956
AQP7P3,A6NL99,441432
C3orf70,A6NLC5,285382
SMIM23,A6NLE4,644994
TRIM64C,A6NLI5,646754
C2CD4B,A6NLJ0,388125
TTC36,A6NLP5,143941
RFPL4A,A6NLU0,342931
VSTM2B,A6NLU5,342865
DUXA,A6NLW8,503835
SPDYE4,A6NLX3,388333
TMEM210,A6NLX4,100505993
OR2AG2,A6NM03,338755
AQP12B,A6NM10,653437
LRRC37A2,A6NM11,474170
ZFP92,A6NM28,139735
LRRC30,A6NM36,339291
CCT8L1P,A6NM43,155100
CLDN24,A6NM45,100132463
LRRC53,A6NM62,105378803
LINC01548,A6NM66,728409
OR6C76,A6NM76,390326
TRPC5OS,A6NMA1,100329135
SIGLEC16,A6NMB1,400709
FIGNL2,A6NMB9,401720
IFITM10,A6NMD0,402778
GOLGA8J,A6NMD2,653073
CPSF4L,A6NMK7,642843
INSYN2B,A6NMK8,100131897
TMEM212,A6NML5,389177
FAM170B,A6NMN3,170370
OR5K4,A6NMS3,403278
LRRC37A,A6NMS7,9884
DBX1,A6NMT0,120237
OR52A4P,A6NMU1,390053
EIF4E1B,A6NMX2,253314
ANXA2P2,A6NMY6,304
SNTN,A6NMZ2,132203
OR4C45,A6NMZ5,403257
COL6A6,A6NMZ7,131873
ZNF729,A6NN14,100287226
GOLGA8CP,A6NN73,729786
C2orf81,A6NN90,388963
GJE1,A6NN92,100126572
SRRM3,A6NNA2,222183
DRGX,A6NNA5,644168
IFITM5,A6NNB3,387733
OR2AT4,A6NND4,341152
MARCHF11,A6NNE9,441061
ZNF726,A6NNF4,730087
FAM90A27P,A6NNH2,646508
FAM90A9,A6NNJ1,441327
NUTM2B,A6NNL0,729262
C15orf61,A6NNL5,145853
RIMBP3B,A6NNM3,440804
TTLL13,A6NNM8,440307
SLC38A8,A6NNN8,146167
CCDC169,A6NNP5,728591
DHRS7C,A6NNS2,201140
C16orf96,A6NNT2,342346
SPDYE16,A6NNV3,102723555
ENO4,A6NNW6,387712
RIIAD1,A6NNX1,284485
USP27X,A6NNY8,389856
TUBB8B,A6NNZ2,260334
ZNF716,A6NP11,441234
ZAR1L,A6NP61,646799
TTLL8,A6PVC2,164714
NCBP2L,A6PVI3,392517
KNCN,A6PVL3,148930
LRRIQ3,A6PVS8,127255
FAM177B,A6PVY3,400823
BTBD11,A6QL63,121551
ANKRD36,A6QL64,375248
YJEFN3,A6XGL0,374887
RTL8C,"A6ZKI3, O15255",8933
GOLGA8A,A7E2F4,23015
ANKRD30BL,A7E2S9,554226
C4orf47,A7E2U8,441054
ZSWIM8,A7E2V4,23053
MYH7B,A7E2Y1,57644
ARHGAP32,A7KAX9,9743
DISP2,A7MBM2,85455
TBKBP1,A7MCY6,9755
SRRM4,A7MD48,84530
SOBP,A7XYQ1,55084
POM121C,A8CG34,100101267
LINC00473,A8K010,90632
ZNF839,A8K0R7,55778
MEIS3P2,A8K0S8,257468
WASHC1,A8K0Z3,100287171
A2ML1,A8K2U0,144568
CD300LB,A8K4G0,124599
ZNF815P,A8K554,401303
C15orf62,A8K5M9,643338
CLCA1,A8K7I4,1179
COLCA2,A8K830,120376
EFCAB7,A8K855,84455
SFI1,A8K8P3,9814
ZNF785,A8K8V0,146540
ERI2,A8K979,112479
DDX11L8,A8MPP1,100302090
YDJC,A8MPS7,150223
PP2D1,A8MPX8,151649
GABRR3,A8MPY1,200959
CYSRT1,A8MQ03,375791
PMS2P5,A8MQ11,5383
ZNF850,A8MQ14,342892
NEURL1B,A8MQ27,54492
LINC02693,A8MQB3,339263
GOLGA8B,A8MQT2,440270
NPIPB5,A8MRT5,100132247
LYRM9,A8MSI8,201229
RHPN2P1,A8MT19,646090
SYCE1L,A8MT33,100130958
ZNF891,A8MT65,101060200
CENPX,A8MT69,201254
ZBBX,A8MT70,79740
FAM166B,A8MTA8,730112
CEACAM18,A8MTB9,729767
PRSS47P,A8MTI9,138652
GNAT3,A8MTJ3,346562
FOXI3,A8MTJ6,344167
IQCF5,A8MTL0,389124
RNF212B,A8MTL3,100507650
HMSD,"A8MTL9, P0C7T4",284293
NOTO,A8MTQ0,344022
CEBPZOS,A8MTT3,100505876
ZNF724,A8MTY0,440519
KRTAP9-7,A8MTY7,100505724
BBIP1,A8MTZ0,92482
C12orf71,A8MTZ7,728858
SMTNL1,A8MU46,219537
C17orf100,A8MU93,388327
PDZK1P1,A8MUH7,100034743
USP17L5,A8MUK1,728386
ADARB2-AS1,A8MUL3,642394
LGALS16,A8MUM7,148003
CSKMT,A8MUP2,751071
GSG1L2,A8MUP6,644070
FABP5P3,A8MUU1,220832
ZNF727,A8MUV8,442319
KRTAP16-1,A8MUX0,100505753
ZNF705G,A8MUZ8,100131980
SERPINE3,A8MV23,647174
C17orf98,A8MV24,388381
MPTX1,A8MV57,649458
VGLL3,A8MV65,389136
HIGD1C,A8MV81,613227
KRTAP9-6,A8MVA2,100507608
C19orf38,A8MVS5,255809
NCF1C,A8MVU1,654817
FAM171A2,A8MVW0,284069
HEPACAM2,A8MVW5,253012
ARHGEF33,A8MVX0,100271715
BTNL10,A8MVZ5,100129094
PHF20L1,A8MW92,51105
BECN2,A8MW95,441925
MEI4,A8MW99,101928601
ZNF705EP,A8MWA4,100131539
FAM90A22,A8MWA6,645558
SNRPGP15,A8MWD9,100130932
EFCAB8,A8MWE9,388795
FADS2B,A8MWK0,643181
TMEM14DP,A8MWL7,645203
SMIM34,A8MWV9,388820
WASH4P,A8MWX3,374677
ELAPOR2,A8MWY0,222223
FAM90A12P,A8MX19,645879
KRTAP29-1,A8MX34,100533177
CAPN14,A8MX76,440854
GRXCR1,A8MXD5,389207
B3GALT9,A8MXE2,100288842
FAM90A5P,A8MXJ8,441315
VSTM5,A8MXK1,387804
IQANK1,A8MXQ7,642574
MAGEB17,A8MXT2,645864
DEFB108A,A8MXU0,503694
DEFB108C,A8MXU0,503837
NUDT19,A8MXV4,390916
CDRT15L2,A8MXV6,256223
ZNF99,A8MXY4,7652
FAM90A23,A8MXZ1,645572
KRTAP9-1,A8MXZ3,728318
LACTBL1,A8MY62,646262
CXorf49,A8MYA2,100130361
CXorf49B,A8MYA2,100132994
TMCO5B,A8MYB1,100652857
TTC34,A8MYJ7,100287898
ODF3B,A8MYP8,440836
KCNU1,A8MYU2,157855
DCDC2C,A8MYV0,728597
FAM25E,A8MYX2,643479
MINDY4B,A8MYZ0,646951
IQCF6,A8MYZ5,440956
FOXO6,A8MYZ6,100132074
EFCAB9,A8MZ26,285588
EVPLL,A8MZ36,645027
LEUTX,A8MZ59,342900
C2orf74,A8MZ97,339804
GOLGA6L6,A8MZA4,727832
PRR33,A8MZF0,102724536
C16orf90,A8MZG2,646174
OOSP1,A8MZH6,255649
COL6A5,A8TX70,256076
KPNA7,A9QM74,402569
MIF4GD,A9UHW6,57409
AHRR,A9YTQ3,57491
FER1L4,A9Z1Z3,80307
UPK3BL1,B0FP48,100134938
MYO1G,B0I1T2,64005
FBXW7-AS1,B0L3A2,102191832
HACD1,B0YJ81,9200
TSPO,"B1AH88, P30536",706
FHAD1,B1AJZ9,114827
ESPN,B1AK53,83715
SNURFL,B1AK76,727686
ISM1,B1AKI9,140862
NUTM2E,B1AL46,283008
NALF1,B1AL88,728215
LINC00587,B1AMM8,414319
IBA57-DT,B1ANH7,574432
WDR64,B1ANS9,128025
FAM220BP,B1ANY3,647044
ZNF487,B1APH4,642819
PRR32,B1ATL7,100130613
KLLN,B2CW77,100144748
RSPH10B2,B2RC85,728194
CENPBD1P,B2RD01,92806
OR11H12,B2RN74,440153
C1QTNF9B,B2RNN3,387911
HMGB1P1,B2RPK0,10357
MYO9A,B2RTY4,4649
POTEC,B2RU33,388468
VWC2L,B2RUY7,402117
SMIM1,B2RUZ4,388588
CFAP97D1,B2RV13,284067
TMEM229A,B2RXF0,730130
ZBTB42,B2RXF5,100128927
KDM4E,B2RXH2,390245
BTBD18,B2RXH4,643376
HNRNPCL2,B2RXH8,440563
EPM2A,"B3EWF7, O95278",7957
FAM25A,B3EWG3,643161
FAM25C,B3EWG5,644054
FAM25G,B3EWG6,100133093
PATE3,B3GLJ2,100169851
SRRM5,B3KS81,100170229
IQCJ-SCHIP1,B3KU38,100505385
TMEM114,B3SHH9,283953
NBPF26,B4DH59,101060684
TMEM233,B4DJY2,387890
SHISA9,B4DS77,729993
ZNF879,B4DU55,345462
ZNF736,B4DX44,728927
ZNF732,B4DXR9,654254
SPATA31C2,B4DYI2,645961
TCP11X1,B4DZS4,100996631
ANKRD66,B4E2M5,100287718
SEC14L6,B5MCN3,730005
TDRD15,B5MCY1,100129278
GGTLC3,B5MD39,728226
EIF3CL,B5ME19,728689
TARM1,B6A8C7,441864
ERVV-1,B6SEH8,147664
ERVV-2,B6SEH9,100271846
KCNJ18,B7U540,100134444
C2CD4D,B7Z1M9,100191040
LINC02881,B7Z368,100130539
ZNF814,B7Z6K7,730051
TRDC,B7Z8K6,28526
RABGAP1L,"B7ZAP0, Q5R372",9910
GPR89A,B7ZAQ6,653519
PPP1R3G,B7ZBB8,648791
KIF28P,B7ZC32,100130097
HNRNPCL3,B7ZW38,649330
SHISA8,B8ZZ34,440829
C21orf140,B9A014,101928147
IGLL5,B9A064,100423062
TBC1D3L,B9A6J9,101060376
TMEM150C,B9EJG8,441027
SCRIB,"C0HLS1, Q14160",23513
ZNF689,"C0HLU2, Q96CS4",115509
HOXB-AS3,C0HLZ6,404266
WASH3P,C4AMC7,374666
AJM1,C9J069,389813
TRIM49D1,C9J1S8,399939
TRIM49D2,C9J1S8,729384
ALG1L2,C9J202,644974
USP17L15,C9J2P7,100288520
C4orf51,C9J302,646603
C5orf58,C9J3I9,133874
TEX22,C9J3V5,647310
C22orf46,C9J442,79640
C19orf81,C9J6K1,342918
RASA4B,C9J798,100271927
UMAD1,C9J7I0,729852
KRBOX1,C9JBD0,100506243
FAM157A,C9JC47,728262
HSBP1L1,C9JCN9,440498
CLDN25,C9JDP6,644672
PATL2,C9JE40,197135
PHGR1,C9JFL3,644844
NPIPB4,C9JG80,440345
PRRT4,C9JH25,401399
TMEM238,C9JI98,388564
BTBD19,C9JJ37,149478
USP17L10,C9JJH3,100287144
HHLA1,C9JL84,10086
USP17L13,C9JLJ4,100287238
ZFTA,C9JLR9,65998
MCRIP1,C9JLW8,348262
ZNF878,C9JN71,729747
USP17L12,C9JPN9,100287205
TMEM232,C9JQI7,642987
KBTBD13,C9JR72,390594
AKR1B15,C9JRZ8,441282
MEIOSIN,C9JSJ3,388553
ANKRD63,C9JTQ0,100131244
ADM5,C9JUS6,199800
USP17L11,C9JVI0,100287178
INAFM1,C9JVW0,255783
C11orf94,C9JXX5,143678
PRAC2,D3DTV9,360205
KLRF2,D3W0D1,100431172
USP17L21,D6R901,100287478
USP17L18,D6R9N7,100287364
USP17L22,D6RA61,100287513
USP17L23,D6RBM5,101241878
USP17L17,D6RBQ6,100287327
USP17L19,D6RCP7,100287404
CFAP99,D6REC4,402160
GOLGA8K,D6RF30,653125
MCIDAS,D6RGH6,345643
FAM90A26,D6RGX4,100287045
C4orf54,D6RIA3,285556
USP17L20,D6RJB6,100287441
STMP1,E0CX11,647087
MUC22,E2RYF6,100507679
HCG22,E2RYF7,285834
PRSS46P,E5RG02,100287362
NPIPB11,E5RHQ5,728888
UPK3BL2,E5RIL1,107983993
LINC02906,E5RJ46,389676
ANKRD65,E5RJM6,441869
FTCDNL1,E5RQL4,348751
RNF223,E7ERA6,401934
ZNF587B,E7ETH6,100293516
PROB1,E7EW31,389333
NACA,"E9PAV3, Q13765",4666
PTGES3L,E9PB15,100885848
ANHX,E9PGG2,647589
PRR23D1,E9PI22,100131608
NPIPA2,E9PIF3,642799
NPIPB6,E9PJ23,728741
NPIPA7,E9PJI5,101059938
NPIPA5,E9PKD4,100288332
NDUFC2-KCTD14,E9PQ53,100532726
NPIPB8,E9PQR5,728734
TMEM262,E9PQX1,100130348
C11orf98,E9PRG8,102288414
FNDC10,F2Z333,643988
LMO7DN,F2Z398,729420
C5orf67,F2Z3F1,101928448
LINC02876,F2Z3M2,100506650
UBAP1L,F5GYI3,390595
PPIAL4D,F5H284,645142
C3orf80,F5H4A9,401097
FAM227A,F5H4B4,646851
PRNP,"F7VJQ1, P04156",5621
RFPL4AL1,F8VTS6,729974
NPIPB12,F8W0I5,440353
NPIPB9,F8W1W9,100507607
GOLGA8N,F8WBI6,643699
INS-IGF2,F8WCM5,723961
NPIPA3,F8WFD2,642778
SUMO1P1,G2XKQ0,391257
SLCO1B7,G3V0H7,338821
LINC01619,G3V211,256021
KRTAP4-16,G5E9R7,85354
TSTD3,H0UI37,100130890
FAM72C,H0Y354,554282
PRAMEF26,H0Y7S4,645359
GOLGA6L19,H0YKK7,101927601
UBE2Q2L,H0YL09,100505679
TMEM250,H0YL14,90120
GOLGA6L22,H0YM25,440243
SMKR1,H3BMG3,100287482
C3orf84,H3BNL1,646498
ARMH2,H3BNL8,101928603
GOLGA8S,H3BPF8,653061
MKRN2OS,H3BPM6,100129480
STMND1,H3BQB6,401236
LY6L,H3BQJ8,101928108
GOLGA8T,H3BQL2,653075
FAM229A,H3BQW9,100128071
SMLR1,H3BR10,100507203
PIERCE2,H3BRN8,145788
TMEM178B,H3BS89,100507421
GOLGA8M,H3BSY2,653720
TEX46,H3BTG2,729059
CCDC179,H3BU77,100500938
POTEB2,H3BUK9,100287399
GOLGA8Q,H3BV12,727909
TGFBR3L,H3BV60,100507588
CROCC2,H7BZ55,728763
CLDN34,H7C241,100288814
CCDC188,H7C350,388849
PANO1,I0J062,101927423
TRIM77,I1YAP6,390231
PYCARD-AS1,I3L0S3,100652740
C19orf84,I3L1E1,147646
GFY,I3L273,100507003
CCER2,I3L3R5,643669
GOLGA8R,I6L899,101059918
LINC01387,J3KSC0,100130480
ZNF561-AS1,K7EIQ3,284385
SMIM22,K7EJ46,440335
IFNL4,K9M1U5,101180976
SLC35A4,"L0R6Q1, Q96G79",113829
ASDURF,L0R819,110599588
MIEF1,"L0R8F8, Q9NQG6",54471
RNF225,M0QZC1,646862
DCDC1,M0R2J8,341019
ERVH48-1,M5A8F1,90625
OVOL3,O00110,728361
DNASE2,O00115,1777
AGPS,O00116,8540
UBXN8,O00124,7993
KIF2A,O00139,3796
SGK1,O00141,6446
TK2,O00142,7084
FZD9,O00144,8326
DDX39A,O00148,10212
PDLIM1,O00151,9124
ACOT7,O00154,11332
GPR25,O00155,2848
MYO1C,O00159,4641
MYO1F,O00160,4542
SNAP23,O00161,8773
HAX1,O00165,10456
EYA2,O00167,2139
FXYD1,O00168,5348
AIP,O00170,9049
CCL24,O00175,6369
GTPBP1,O00178,9567
KCNK1,O00180,3775
LGALS9,O00182,3965
STXBP3,O00186,6814
MASP2,O00187,10747
AP4M1,O00189,9179
ARVCF,O00192,421
C11orf58,O00193,10944
RAB27B,O00194,5874
HRK,O00198,8739
AP3B1,O00203,8546
SULT2B1,O00204,6820
TLR4,O00206,7099
RHOD,O00212,29984
APBB1,O00213,322
LGALS8,O00214,3964
NDUFS8,O00217,4728
HAS3,O00219,3038
TNFRSF10A,O00220,8797
NFKBIE,O00221,4794
GRM8,O00222,2918
CORT,O00230,1325
PSMD11,O00231,5717
PSMD12,O00232,5718
PSMD9,O00233,5715
RNF103,O00237,7844
BMPR1B,O00238,658
SIRPB1,"O00241, Q5TFQ8",10326
ATOX1,O00244,475
AGRP,O00253,181
F2RL2,O00254,2151
MEN1,O00255,4221
CBX4,O00257,8535
GET1,O00258,7485
PGRMC1,O00264,10857
SUPT5H,O00267,6829
TAF4,O00268,6874
GPR31,O00270,2853
DFFA,O00273,1676
RFXAP,O00287,5994
HIP1,O00291,3092
LEFTY2,O00292,7044
TULP1,O00294,7287
TULP2,O00295,7288
CLIC1,O00299,1192
TNFRSF11B,O00300,4982
EIF3F,O00303,8665
CACNB4,O00305,785
WWP2,O00308,11060
CDC7,O00311,8317
ETV2,O00321,2116
UPK1A,O00322,11045
ARNTL,O00327,406
PIK3CD,O00329,5293
PDHX,O00330,8050
SLC28A1,O00337,9154
SULT1C2,O00338,6819
MATN2,O00339,4147
SLC1A7,O00341,6512
FOXE1,O00358,2304
QSOX1,O00391,5768
P2RY10,O00398,27334
DCTN6,O00399,10671
SLC33A1,O00400,9197
WASL,O00401,8976
PDE2A,O00408,5138
FOXN3,O00409,1112
IPO5,O00410,3843
POLRMT,O00411,5442
EEF2K,O00418,29904
CCRL2,O00421,9034
SAP18,O00422,10284
EML1,O00423,2009
IGF2BP3,O00425,10643
DNM1L,O00429,10059
RTCA,O00442,8634
PIK3C2A,O00443,5286
PLK4,O00444,10733
SYT5,O00445,6861
GFRA2,O00451,2675
LST1,O00453,7940
IFRD1,O00458,3475
PIK3R2,O00459,5296
GOLIM4,O00461,27333
MANBA,O00462,4126
TRAF5,O00463,7188
AGRN,O00468,375790
PLOD2,O00469,5352
MEIS1,O00470,4211
EXOC5,O00471,10640
ELL2,O00472,22936
SLC17A3,O00476,10786
BTN3A3,O00478,10384
HMGN4,O00479,10473
BTN3A1,O00481,11119
NR5A2,O00482,2494
NDUFA4,O00483,4697
PSMD14,O00487,10213
ZNF593,O00488,51042
BIN1,O00499,274
CLDN5,O00501,7122
KPNA3,O00505,3839
STK25,O00506,10494
USP9Y,O00507,8287
BCL9,O00512,607
LAD1,O00515,3898
FAAH,O00519,2166
KRIT1,O00522,889
UPK2,O00526,7379
CHL1,O00533,10752
VWA5A,O00534,4013
PES1,O00541,23481
DLL1,O00548,28514
CACNA1A,O00555,773
EBAG9,O00559,9166
SDCBP,O00560,6386
PITPNM1,O00562,9600
MPHOSPH10,O00566,10199
NOP56,O00567,10528
SOX1,O00570,6656
DDX3X,O00571,1654
CXCR6,O00574,10663
RNASET2,O00584,8635
CCL21,O00585,6366
MFNG,O00587,4242
ACKR2,O00590,1238
GABRP,O00591,2568
PODXL,O00592,5420
FCN1,O00602,2219
CCN1,O00622,3491
PEX12,O00623,5193
SLC17A2,O00624,10246
PIR,O00625,8544
CCL22,O00626,6367
PEX7,O00628,5191
KPNA4,O00629,3840
SLN,O00631,6588
NTN3,O00634,4917
TRIM38,O00635,10475
NFIB,O00712,4781
E2F3,O00716,1871
PPP6C,O00743,5537
WNT10B,O00744,7480
NME4,O00746,4833
CES2,O00748,8824
PIK3C2B,O00750,5287
MAN2B1,O00754,4125
WNT7A,O00755,7476
FBP2,O00757,8789
UBE2C,O00762,11065
ACACB,O00763,32
PDXK,O00764,8566
SCD,O00767,6319
DLGAP1,O14490,9229
SH2B2,O14492,10603
CLDN4,O14493,1364
PLPP1,O14494,8611
PLPP3,O14495,8613
ARID1A,O14497,8289
ISLR,O14498,3671
BHLHE40,O14503,8553
SOCS2,O14508,8835
NRG2,O14511,9542
SOCS7,O14512,30837
NCKAP5,O14513,344148
ADGRB1,O14514,575
CDK2AP1,O14519,8099
AQP7,O14520,364
SDHD,O14521,6392
PTPRT,O14522,11122
C2CD2L,O14523,9854
NEMP1,O14524,23306
ASTN1,O14525,460
FCHO1,O14526,23149
CUX2,O14529,23316
TXNDC9,O14530,10190
DPYSL4,O14531,10570
SOCS3,O14543,9021
SOCS6,O14544,9306
TRAFD1,O14545,10906
COX7A2L,O14548,9167
GAPDHS,O14556,26330
HSPB6,O14558,126393
ARHGAP33,O14559,115703
NDUFAB1,O14561,4706
UBFD1,O14562,56061
CYB561D2,O14569,11068
DYNC1I1,O14576,1780
CIT,O14578,11113
COPE,O14579,11316
OR7A17,O14581,26333
RFXANK,O14593,8625
NCAN,O14594,1463
CTDSP2,O14595,10106
VCY,O14598,9084
VCY1B,O14598,353513
BPY2,O14599,9083
BPY2B,O14599,442867
BPY2C,O14599,442868
EIF1AY,O14602,9086
PRY,O14603,9081
PRY2,O14603,442862
PRYP3,O14603,442865
PRYP4,O14603,442866
TMSB4Y,O14604,9087
UTY,O14607,7404
XKRY,O14609,9082
GNGT2,O14610,2793
CDC42EP2,O14613,10435
AP3D1,O14617,8943
CCS,O14618,9973
CXCL11,O14625,6373
GPR171,O14626,29909
CDX4,O14627,1046
ZNF195,O14628,7748
LCE2B,O14633,26239
ENPP3,O14638,5169
ABLIM1,O14639,3983
DVL1,O14640,1855
DVL2,O14641,1856
DNALI1,O14645,7802
CHD1,O14646,1105
CHD2,O14647,1106
KCNK3,O14649,3777
GOSR2,O14653,9570
IRS4,O14654,8471
TOR1A,O14656,1861
TOR1B,O14657,27348
STX16,O14662,8675
PRRG1,O14668,5638
PRRG2,O14669,5639
ADAM10,O14672,102
ABCD4,O14678,5826
EI24,O14681,9538
ENC1,O14682,8507
TP53I11,O14683,9537
PTGES,O14684,9536
KMT2D,O14686,8085
ZNF197,O14709,10168
ITGB1BP1,O14713,9270
RGPD8,O14715,727851
TRDMT1,O14717,1787
RRH,O14718,10692
APAF1,O14727,317
RIOK3,O14730,8780
IMPA2,O14732,3613
MAP2K7,O14733,5609
ACOT8,O14734,10005
CDIPT,O14735,10423
PDCD5,O14737,9141
PRMT5,O14744,10419
SLC9A3R1,O14745,9368
TERT,O14746,7015
OVOL1,O14753,5017
HSD17B6,O14756,8630
CHEK1,O14757,1111
TNFRSF10B,O14763,8795
GABRD,O14764,2563
MEIS2,O14770,4212
ZNF213,O14771,7760
FPGT,O14772,8790
TPP1,O14773,1200
GNB5,O14775,10681
TCERG1,O14776,10915
NDC80,O14777,10403
KIF3C,O14782,3797
NRP1,O14786,8829
TNPO2,O14787,30000
TNFSF11,O14788,8600
APOL1,O14791,8542
HS3ST1,O14792,9957
MSTN,O14793,2660
UNC13B,O14795,10497
SH2D1B,O14796,117157
TNFRSF10C,O14798,8794
POLR3A,O14802,11128
TAAR5,O14804,9038
MRAS,O14807,22808
CPLX1,O14810,10815
PHOX2A,O14813,401
CAPN9,O14815,10753
TSPAN4,O14817,7106
PSMA7,O14818,5688
RASGRF2,O14827,5924
SCAMP3,O14828,10067
PPEF1,O14829,5475
PPEF2,O14830,5470
PHYH,O14832,5264
TNFRSF13B,O14836,23495
OPLAH,O14841,26873
FFAR1,O14842,2864
FFAR3,O14843,2865
AIM2,O14862,9447
SLC30A4,O14863,7782
BACH1,O14867,571
BCKDK,O14874,10295
IFIT3,O14879,3437
MGST3,O14880,4259
GEMIN2,O14893,8487
TM4SF5,O14894,9032
IRF6,O14896,3664
KLF11,O14901,8462
WNT9A,O14904,7483
WNT9B,O14905,7484
TAX1BP3,O14907,30851
GIPC1,O14908,10755
LIN7A,O14910,8825
PCDH17,O14917,27253
IKBKB,O14920,3551
RGS13,O14921,6003
RGS12,O14924,6002
TIMM23,O14925,100287932
FSCN2,O14926,25794
HAT1,O14929,8520
NCR3,O14931,259197
UBE2L6,O14933,9246
CASK,O14936,8573
PLD2,O14939,5338
EREG,O14944,2069
TFEC,O14948,22797
UQCRQ,O14949,27089
MYL12B,O14950,103910
UQCR11,O14957,10975
CASQ2,O14958,845
LECT2,O14960,3950
HGS,O14964,9146
AURKA,O14965,6790
RAB29,O14966,8934
CLGN,O14967,1047
VPS26C,O14972,10311
PPP1R12A,O14974,4659
SLC27A2,O14975,11001
GAK,O14976,2580
AZIN1,O14977,51582
ZNF263,O14978,10127
HNRNPDL,O14979,9987
XPO1,O14980,7514
BTAF1,O14981,9044
ATP2A1,O14983,487
PIP5K1B,O14986,8395
PPP1R2C,O14990,80316
SYN3,O14994,8224
ARHGEF10,O15013,9639
ZNF609,O15014,23060
ZNF646,O15015,9726
TRIM66,O15016,9866
PDZD2,O15018,23037
SPTBN2,O15020,6712
MAST4,O15021,375449
SEC16A,O15027,9919
PLXNB2,O15031,23654
AREL1,O15033,9870
RIMBP2,O15034,23504
KHNYN,O15037,23351
TECPR2,O15040,9895
SEMA3E,O15041,9723
U2SURP,O15042,23350
SETD1A,O15047,9739
N4BP3,O15049,23138
TRANK1,O15050,9881
KDM6B,O15054,23135
PER2,O15055,8864
SYNJ2,O15056,8871
ZBTB39,O15060,9880
SYNM,O15061,23336
ZBTB5,O15062,9925
GARRE1,O15063,9710
KIF3B,O15066,9371
PFAS,O15067,5198
MCF2L,O15068,23263
NACAD,O15069,23148
ADAMTS3,O15072,9508
DCLK1,O15075,9201
CEP290,O15078,80184
SNPH,O15079,9751
ERC2,O15083,26059
ANKRD28,O15084,23243
ARHGEF11,O15085,9826
ZNF536,O15090,9745
PRORP,O15091,9692
SMAD7,O15105,4092
CHUK,O15111,1147
LSM1,O15116,27257
FYB1,O15117,2533
NPC1,O15118,4864
TBX3,O15119,6926
AGPAT2,O15120,10555
DEGS1,O15121,8560
ANGPT2,O15123,285
SCAMP1,O15126,9522
SCAMP2,O15127,10066
NPFF,O15130,8620
KPNA5,O15131,3841
ARPC1B,O15143,10095
ARPC2,O15144,10109
ARPC3,O15145,10094
MUSK,O15146,4593
MDM4,O15151,4194
BET1,O15155,10282
ZBTB7B,O15156,51043
POLR1C,O15160,9533
PLSCR1,O15162,5359
TRIM24,O15164,8805
LDLRAD4,O15165,753
AXIN1,O15169,8312
PSPHP1,O15172,8781
PGRMC2,O15173,10424
TBXT,O15178,6862
CETN3,O15182,1070
CTDSPL,O15194,10217
VILL,O15195,50853
EPHB6,O15197,2051
SMAD9,O15198,4093
ADAMDEC1,O15204,27299
UBD,O15205,10537
ZBTB22,O15209,9278
RGL2,O15211,5863
PFDN6,O15212,10471
WDR46,O15213,9277
GSTA4,O15217,2941
GPR182,O15218,11318
INE1,O15225,8552
NKRF,O15226,55922
GNPAT,O15228,8443
KMO,O15229,8564
LAMA5,O15230,3911
ZNF185,O15231,7739
MATN3,O15232,4148
CASC3,O15234,22794
MRPS12,O15235,6183
NDUFA1,O15239,4694
VGF,O15240,7425
LEPROT,O15243,54741
SLC22A2,O15244,6582
SLC22A1,O15245,6580
CLIC2,O15247,1193
ACOX3,O15254,8310
RER1,O15258,11079
NPHP1,O15259,4867
SURF4,O15260,6836
DEFB4A,O15263,1673
DEFB4B,O15263,100289462
MAPK13,O15264,5603
ATXN7,O15265,6314
SHOX,O15266,6473
SPTLC1,O15269,10558
SPTLC2,O15270,9517
TCAP,O15273,8557
FANCG,O15287,2189
OGT,O15294,8473
ALOX15B,O15296,247
PPM1D,O15297,8493
GRM6,O15303,2916
SIVA1,O15304,10572
PMM2,O15305,5373
RAD51B,O15315,5890
POLR3G,O15318,10622
TM9SF1,O15321,10548
INPP4B,O15327,8821
CHAD,O15335,1101
ATP6V0E1,O15342,8992
MID1,O15344,4281
HMGB3,O15347,3149
TP73,O15350,7161
FOXN1,O15353,8456
GPR37,O15354,2861
PPM1G,O15355,5496
INPPL1,O15357,3636
FANCA,O15360,2175
SOX12,O15370,6666
EIF3D,O15371,8664
EIF3H,O15372,8667
SLC16A4,O15374,9122
SLC16A5,O15375,9121
HDAC3,O15379,8841
NVL,O15381,4931
